ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|f58c0984ea9861323df3e13792398f8b|2019-02-08|03:50:00|1549623000|gas_transport|21.20|1|fraud_Friesen-Stamm|42.717065|-71.870154
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|c4068d345aa800e2ccbe2b3009886fdb|2019-02-08|23:24:23|1549693463|grocery_pos|309.32|1|fraud_Osinski, Ledner and Leuschke|43.295415|-71.901310
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|6b53ea47de588e83a5192a51cd087197|2019-02-09|22:03:12|1549774992|home|352.96|1|fraud_McDermott, Osinski and Morar|43.350085|-71.000350
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|9f3e08d8f90698f6194ff766e436e1ac|2019-02-08|22:04:43|1549688683|grocery_pos|887.17|1|fraud_Cole PLC|44.031265|-70.492192
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|edadd987544a1d0e2fa8a04a8401eb05|2019-02-09|23:07:30|1549778850|shopping_net|1014.39|1|fraud_Price Inc|44.078719|-70.847051
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|bce1ccedc1aac5601a773da64f49554f|2019-02-09|19:08:43|1549764523|shopping_pos|1039.51|1|fraud_Quitzon, Green and Bashirian|43.257853|-71.192208
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|37a7060cc66bc0aea03b452c49f3b452|2019-02-09|23:43:40|1549781020|shopping_net|830.65|1|fraud_Medhurst PLC|42.936517|-71.380761
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|6c8b885cf8ad9b559bbac9e77afdc309|2019-02-09|22:04:39|1549775079|shopping_net|634.87|1|fraud_Labadie, Treutel and Bode|43.827392|-71.903135
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|245c98f12b51dc21a3c020f58540489a|2019-02-09|23:57:55|1549781875|shopping_net|373.59|1|fraud_Reichert, Huels and Hoppe|42.883507|-70.492620
507-52-3998|4163287083172781|Victoria|Larson|F|868 Merritt Summit Suite 743|Madbury|NH|03823|43.1729|-70.9412|1719|Health and safety inspector|1970-02-22|857987636625|adults_50up_female_rural.json|a90aa356842151b42037f4b32196e26b|2019-12-02|08:10:24|1575299424|shopping_pos|42.23|0|fraud_Hermann and Sons|44.104374|-70.503602
